system   D            wsystem.c:583  maybe_parent_dir                 [   0.00033] Also searching D:\College Work\Year 2\OOP\Code Projects\Games\SpaceGame\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32667] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32668] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32668] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32669] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32669] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.32670] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.32670] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.32671] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.32672] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32706] added dtor for object 02F2E180, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.32730] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.32731] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32849] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32850] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32850] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32851] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32851] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32852] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32853] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32853] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32854] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.32854] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.32855] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.32855] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.32856] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32874] added dtor for object 02F2E290, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.32888] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.32889] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32959] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32960] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32961] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32962] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32962] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32963] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32963] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32964] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32965] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.32965] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.32966] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.32966] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.32967] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32993] added dtor for object 02F371C0, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.33006] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.33007] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33069] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33069] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33070] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33070] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33071] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33071] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33072] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33072] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.33073] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.33074] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.33074] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.33075] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.33101] added dtor for object 02F372D0, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.33121] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.33122] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33205] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33206] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33207] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33207] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33208] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33209] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33209] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33210] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33210] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.33211] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.33211] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.33212] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.33212] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.33246] added dtor for object 02F37460, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.33293] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.33294] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33459] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33459] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33460] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33461] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33461] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33462] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33462] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33463] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33463] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.33464] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.33464] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.33465] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.33465] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.33484] added dtor for object 02F37570, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.33499] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.33500] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33586] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33587] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33588] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33588] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33589] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33589] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33590] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33590] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33591] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.33592] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.33592] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.33593] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.33593] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.33703] added dtor for object 02F37680, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.34513] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.34515] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36593] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36595] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36595] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36596] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36597] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36597] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36598] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36599] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.36599] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.36600] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.36600] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.36601] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.36602] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.36797] added dtor for object 02F37790, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37414] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37416] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39542] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39544] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39545] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39545] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39546] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39546] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39547] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39547] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.39548] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.39549] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.39549] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.39550] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.39551] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.40046] added dtor for object 02F378A0, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.41429] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.41435] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43542] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43543] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43544] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43545] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43545] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43546] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43546] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43547] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43547] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.43548] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.43548] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.43549] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.43550] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.43780] added dtor for object 02F379B0, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.44504] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.44506] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46617] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46619] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46620] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46620] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46621] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46621] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46622] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46623] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.46623] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.46624] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.46624] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.46625] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.46625] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.46757] added dtor for object 02F37AC0, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.46846] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.46848] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47404] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47405] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47406] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47407] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47408] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47408] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47409] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47409] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47410] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.47410] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.47411] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.47412] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.47412] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.47444] added dtor for object 02F37BD0, func 0FDC25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.47464] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.47465] _al_d3d_sync_bitmap (video) ref count == 1
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   0.47611] Loading sample media/sound/laser_shot.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   0.47656] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.47657] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.47657] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.47658] total_samples 6589
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.47659] total_size 26356
dtor     D               dtor.c:184  _al_register_destructor          [   0.47923] added dtor for object 02F373E0, func 0FDC23A6
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   0.47925] Loading sample media/sound/comet_explosion.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   0.48021] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.48022] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.48022] rate 48000
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.48023] total_samples 23650
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.48024] total_size 94600
dtor     D               dtor.c:184  _al_register_destructor          [   0.48435] added dtor for object 02EDD4E0, func 0FDC23A6
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   0.48437] Loading sample media/sound/death.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   0.48545] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.48546] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.48547] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.48547] total_samples 84480
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.48548] total_size 337920
dtor     D               dtor.c:184  _al_register_destructor          [   0.49702] added dtor for object 02EDE160, func 0FDC23A6
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   0.49705] Loading sample media/sound/darude.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   0.49833] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.49834] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.49835] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.49835] total_samples 10167163
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.49836] total_size 40668652
dtor     D               dtor.c:184  _al_register_destructor          [   1.58008] added dtor for object 02EDE1B8, func 0FDC23A6
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   1.58012] Loading sample media/sound/loss-music.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   1.58137] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   1.58138] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.58138] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.58139] total_samples 12163072
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.58139] total_size 48652288
dtor     D               dtor.c:184  _al_register_destructor          [   2.75604] added dtor for object 02EDE270, func 0FDC23A6
dtor     D               dtor.c:184  _al_register_destructor          [   2.75609] added dtor for object 02EDE2C8, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.75611] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.75612]  2.828427 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.75613]  0.000000 2.828427
dtor     D               dtor.c:184  _al_register_destructor          [   2.75613] added dtor for object 02EDE3E0, func 0FDC2419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.75615] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.75615]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.75616]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   2.75776] added dtor for object 02EDE5B8, func 0FDC27CF
dtor     D               dtor.c:184  _al_register_destructor          [   2.75777] added dtor for object 02EDE660, func 0FDC24FA
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79143] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79144] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79145] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79146] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79146] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79147] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79147] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79148] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79148] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.79149] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.79150] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.79150] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.79151] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   2.79463] Glyph 51: 23x30 (24x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79469] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79470] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79584] Glyph 79: 9x30 (12x32)
font     D                ttf.c:217  alloc_glyph_region               [   2.79588] Glyph 68: 23x23 (24x24)
font     D                ttf.c:217  alloc_glyph_region               [   2.79591] Glyph 92: 23x30 (24x32)
font     D                ttf.c:217  alloc_glyph_region               [   2.79600] Glyph 52: 30x30 (32x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79605] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79605] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79661] Glyph 88: 23x23 (24x24)
font     D                ttf.c:217  alloc_glyph_region               [   2.79663] Glyph 76: 9x30 (12x32)
font     D                ttf.c:217  alloc_glyph_region               [   2.79666] Glyph 87: 17x30 (20x32)
font     D                ttf.c:217  alloc_glyph_region               [   2.79672] Glyph 43: 27x30 (28x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79676] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79677] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79730] Glyph 72: 23x23 (24x24)
font     D                ttf.c:217  alloc_glyph_region               [   2.79733] Glyph 83: 23x30 (24x32)
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79743] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79743] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79744] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79744] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79745] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79746] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79746] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79747] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.79748] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.79748] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.79749] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.79750] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.79750] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   2.79787] Glyph 41: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79795] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79796] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79893] Glyph 51: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79901] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79902] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79961] Glyph 54: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79970] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79970] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.80027] Glyph 29: 4x11 (4x12)
